fecha_hora,sku,nombre_producto,precio_compra,precio_venta,cantidad,venta_hace_7_dias,cliente_id,tipo_cliente,vendedor_id,promo_bavaria,quincena_pago,pago_prima,festivo,nombre_festivo,smmlv,ipc_anual_pct
2021-01-07 15:44:51,1005,Póker 330ml,1807,2834,8,0,CLI0288,tienda_barrio,VEN014,0,0,0,0,,908526,5.62
2021-01-07 15:49:05,1002,Club Colombia Dorada 330ml,2340,3406,6,0,CLI0060,tienda_barrio,VEN010,1,0,0,0,,908526,5.62
2021-01-07 17:51:44,1001,Club Colombia Roja 330ml,2348,3738,8,0,CLI0380,tienda_barrio,VEN019,0,0,0,0,,908526,5.62
2021-01-07 21:32:30,1006,Costeña 330ml,1745,2832,7,0,CLI0060,tienda_barrio,VEN019,0,0,0,0,,908526,5.62
2021-01-07 22:06:11,1008,Águila 6-pack,10071,15814,7,0,CLI0195,tienda_barrio,VEN019,0,0,0,0,,908526,5.62
2021-01-07 23:23:38,1003,Águila 330ml,1859,2903,8,0,CLI0303,tienda_barrio,VEN018,0,0,0,0,,908526,5.62
2021-01-07 23:43:06,1003,Águila 330ml,1915,3023,6,0,CLI0217,tienda_barrio,VEN011,0,0,0,0,,908526,5.62
2021-01-08 03:54:34,1007,Club Colombia 6-pack,12398,18648,6,0,CLI0065,tienda_barrio,VEN017,0,0,0,0,,908526,5.62
2021-01-08 08:23:00,1005,Póker 330ml,1805,2633,37,0,CLI0055,supermercado,VEN013,1,0,0,0,,908526,5.62
2021-01-08 11:25:07,1008,Águila 6-pack,10277,15329,30,0,CLI0162,supermercado,VEN005,0,0,0,0,,908526,5.62
2021-01-08 11:57:04,1003,Águila 330ml,1934,2969,20,0,CLI0113,hotel,VEN016,0,0,0,0,,908526,5.62
2021-01-08 12:04:41,1001,Club Colombia Roja 330ml,2374,3833,11,0,CLI0146,restaurante,VEN005,0,0,0,0,,908526,5.62
2021-01-08 13:43:55,1007,Club Colombia 6-pack,12999,19193,25,0,CLI0360,supermercado,VEN002,0,0,0,0,,908526,5.62
2021-01-08 18:08:44,1003,Águila 330ml,1896,3072,29,0,CLI0353,supermercado,VEN004,0,0,0,0,,908526,5.62
2021-01-09 01:31:33,1007,Club Colombia 6-pack,12544,19354,6,0,CLI0294,tienda_barrio,VEN016,0,0,0,0,,908526,5.62
2021-01-09 03:18:21,1002,Club Colombia Dorada 330ml,2265,3651,5,0,CLI0150,tienda_barrio,VEN023,0,0,0,0,,908526,5.62
2021-01-09 06:21:07,1001,Club Colombia Roja 330ml,2275,3654,32,0,CLI0171,supermercado,VEN005,0,0,0,0,,908526,5.62
2021-01-09 07:10:41,1002,Club Colombia Dorada 330ml,2279,3699,9,0,CLI0376,tienda_barrio,VEN008,0,0,0,0,,908526,5.62
2021-01-09 07:41:30,1001,Club Colombia Roja 330ml,2320,3771,6,0,CLI0398,tienda_barrio,VEN006,0,0,0,0,,908526,5.62
2021-01-09 08:22:10,1006,Costeña 330ml,1711,2698,6,0,CLI0154,tienda_barrio,VEN022,0,0,0,0,,908526,5.62
2021-01-09 09:46:43,1002,Club Colombia Dorada 330ml,2293,3662,45,0,CLI0012,mayorista,VEN018,0,0,0,0,,908526,5.62
2021-01-09 11:14:56,1003,Águila 330ml,1858,2980,15,0,CLI0243,hotel,VEN012,0,0,0,0,,908526,5.62
2021-01-09 13:52:19,1003,Águila 330ml,1886,2988,25,0,CLI0271,bar_discoteca,VEN024,0,0,0,0,,908526,5.62
2021-01-09 17:54:57,1006,Costeña 330ml,1695,2823,16,0,CLI0100,restaurante,VEN023,0,0,0,0,,908526,5.62
2021-01-09 20:43:32,1003,Águila 330ml,1853,3053,28,0,CLI0068,bar_discoteca,VEN011,0,0,0,0,,908526,5.62
2021-01-10 00:27:57,1005,Póker 330ml,1748,2842,10,0,CLI0028,tienda_barrio,VEN023,0,0,0,1,Domingo,908526,5.62
2021-01-10 04:23:45,1005,Póker 330ml,1822,2826,7,0,CLI0296,tienda_barrio,VEN005,0,0,0,1,Domingo,908526,5.62
2021-01-10 06:26:22,1004,Águila Light 330ml,1939,3091,29,0,CLI0075,bar_discoteca,VEN007,0,0,0,1,Domingo,908526,5.62
2021-01-10 07:59:40,1006,Costeña 330ml,1729,2546,40,0,CLI0377,bar_discoteca,VEN021,1,0,0,1,Domingo,908526,5.62
2021-01-10 09:49:18,1006,Costeña 330ml,1694,2733,21,0,CLI0295,restaurante,VEN004,0,0,0,1,Domingo,908526,5.62
2021-01-10 09:55:40,1010,Club Colombia Barril 19L,91906,138775,28,0,CLI0076,bar_discoteca,VEN013,0,0,0,1,Domingo,908526,5.62
2021-01-10 15:17:12,1003,Águila 330ml,1856,2740,35,0,CLI0087,bar_discoteca,VEN002,1,0,0,1,Domingo,908526,5.62
2021-01-10 17:38:25,1010,Club Colombia Barril 19L,88390,125836,32,0,CLI0092,bar_discoteca,VEN002,1,0,0,1,Domingo,908526,5.62
2021-01-10 18:35:24,1004,Águila Light 330ml,1898,3061,15,0,CLI0174,restaurante,VEN019,0,0,0,1,Domingo,908526,5.62
2021-01-11 02:43:46,1001,Club Colombia Roja 330ml,2300,3649,18,0,CLI0370,restaurante,VEN013,0,0,0,0,,908526,5.62
2021-01-11 03:47:04,1001,Club Colombia Roja 330ml,2337,3773,26,0,CLI0204,bar_discoteca,VEN016,0,0,0,0,,908526,5.62
2021-01-11 04:00:22,1005,Póker 330ml,1795,2810,23,0,CLI0089,bar_discoteca,VEN021,0,0,0,0,,908526,5.62
2021-01-11 08:17:28,1007,Club Colombia 6-pack,12740,17923,8,0,CLI0344,tienda_barrio,VEN022,1,0,0,0,,908526,5.62
2021-01-11 10:54:13,1004,Águila Light 330ml,1910,3054,13,0,CLI0333,restaurante,VEN013,0,0,0,0,,908526,5.62
2021-01-11 11:03:36,1005,Póker 330ml,1811,2661,7,0,CLI0189,tienda_barrio,VEN001,1,0,0,0,,908526,5.62
2021-01-11 11:36:09,1001,Club Colombia Roja 330ml,2391,3757,6,0,CLI0251,tienda_barrio,VEN021,0,0,0,0,,908526,5.62
2021-01-11 11:58:46,1004,Águila Light 330ml,1907,3030,50,0,CLI0012,mayorista,VEN019,0,0,0,0,,908526,5.62
2021-01-11 12:31:35,1005,Póker 330ml,1759,2827,52,0,CLI0141,mayorista,VEN023,0,0,0,0,,908526,5.62
2021-01-11 12:46:09,1007,Club Colombia 6-pack,12426,19654,16,0,CLI0093,bar_discoteca,VEN013,0,0,0,0,,908526,5.62
2021-01-11 12:56:54,1005,Póker 330ml,1798,2865,19,0,CLI0223,restaurante,VEN010,0,0,0,0,,908526,5.62
2021-01-11 16:44:26,1001,Club Colombia Roja 330ml,2270,3711,19,0,CLI0033,restaurante,VEN023,0,0,0,0,,908526,5.62
2021-01-11 18:18:20,1007,Club Colombia 6-pack,12952,19563,19,0,CLI0095,bar_discoteca,VEN013,0,0,0,0,,908526,5.62
2021-01-11 20:38:43,1001,Club Colombia Roja 330ml,2278,3771,37,0,CLI0285,supermercado,VEN018,0,0,0,0,,908526,5.62
2021-01-12 07:13:55,1004,Águila Light 330ml,1961,3107,15,0,CLI0033,restaurante,VEN017,0,1,0,0,,908526,5.62
2021-01-12 08:01:37,1004,Águila Light 330ml,1986,3036,15,0,CLI0334,restaurante,VEN004,0,1,0,0,,908526,5.62
2021-01-12 10:05:38,1002,Club Colombia Dorada 330ml,2313,3735,22,0,CLI0338,bar_discoteca,VEN004,0,1,0,0,,908526,5.62
2021-01-12 10:12:49,1005,Póker 330ml,1754,2899,22,0,CLI0093,bar_discoteca,VEN001,0,1,0,0,,908526,5.62
2021-01-12 11:06:21,1007,Club Colombia 6-pack,12736,17302,33,0,CLI0063,bar_discoteca,VEN002,1,1,0,0,,908526,5.62
2021-01-12 11:19:48,1002,Club Colombia Dorada 330ml,2328,3634,7,0,CLI0083,tienda_barrio,VEN003,0,1,0,0,,908526,5.62
2021-01-12 15:18:14,1008,Águila 6-pack,9814,15067,11,0,CLI0018,tienda_barrio,VEN003,0,1,0,0,,908526,5.62
2021-01-12 15:56:14,1004,Águila Light 330ml,1933,2899,28,0,CLI0187,bar_discoteca,VEN018,1,1,0,0,,908526,5.62
2021-01-12 19:00:36,1010,Club Colombia Barril 19L,90755,140823,27,0,CLI0337,bar_discoteca,VEN001,0,1,0,0,,908526,5.62
2021-01-12 19:30:23,1001,Club Colombia Roja 330ml,2320,3714,23,0,CLI0266,bar_discoteca,VEN010,0,1,0,0,,908526,5.62
2021-01-13 04:35:43,1003,Águila 330ml,1950,3046,11,0,CLI0296,tienda_barrio,VEN016,0,1,0,0,,908526,5.62
2021-01-13 06:11:30,1004,Águila Light 330ml,1910,3136,11,0,CLI0181,tienda_barrio,VEN020,0,1,0,0,,908526,5.62
2021-01-13 09:39:59,1002,Club Colombia Dorada 330ml,2279,3638,81,0,CLI0051,mayorista,VEN022,0,1,0,0,,908526,5.62
2021-01-13 11:16:10,1002,Club Colombia Dorada 330ml,2334,3809,6,0,CLI0097,tienda_barrio,VEN005,0,1,0,0,,908526,5.62
2021-01-13 11:34:28,1007,Club Colombia 6-pack,12899,18861,13,0,CLI0069,restaurante,VEN020,0,1,0,0,,908526,5.62
2021-01-13 12:36:59,1005,Póker 330ml,1759,2934,9,0,CLI0143,tienda_barrio,VEN005,0,1,0,0,,908526,5.62
2021-01-13 15:06:44,1003,Águila 330ml,1904,2962,10,0,CLI0282,tienda_barrio,VEN009,0,1,0,0,,908526,5.62
2021-01-13 18:35:39,1005,Póker 330ml,1784,2934,16,0,CLI0084,restaurante,VEN013,0,1,0,0,,908526,5.62
2021-01-13 19:18:46,1009,Póker 6-pack,9436,14689,30,0,CLI0347,supermercado,VEN014,0,1,0,0,,908526,5.62
2021-01-13 19:54:50,1001,Club Colombia Roja 330ml,2358,3734,18,0,CLI0105,hotel,VEN003,0,1,0,0,,908526,5.62
2021-01-13 20:42:27,1002,Club Colombia Dorada 330ml,2379,3708,73,0,CLI0325,mayorista,VEN023,0,1,0,0,,908526,5.62
2021-01-13 22:52:32,1006,Costeña 330ml,1785,2794,6,0,CLI0289,tienda_barrio,VEN022,0,1,0,0,,908526,5.62
2021-01-13 23:52:14,1004,Águila Light 330ml,2006,3117,15,0,CLI0084,restaurante,VEN014,0,1,0,0,,908526,5.62
2021-01-14 04:05:03,1003,Águila 330ml,1860,2796,24,0,CLI0223,restaurante,VEN013,1,1,0,0,,908526,5.62
2021-01-14 04:43:14,1005,Póker 330ml,1799,2712,11,0,CLI0040,tienda_barrio,VEN009,1,1,0,0,,908526,5.62
2021-01-14 07:52:06,1001,Club Colombia Roja 330ml,2275,3397,28,0,CLI0281,bar_discoteca,VEN014,1,1,0,0,,908526,5.62
2021-01-14 08:20:40,1005,Póker 330ml,1822,2800,36,0,CLI0186,supermercado,VEN011,0,1,0,0,,908526,5.62
2021-01-14 09:33:02,1001,Club Colombia Roja 330ml,2360,3512,30,0,CLI0116,bar_discoteca,VEN009,1,1,0,0,,908526,5.62
2021-01-14 09:57:40,1003,Águila 330ml,1938,2918,31,0,CLI0114,bar_discoteca,VEN013,0,1,0,0,,908526,5.62
2021-01-14 10:00:51,1007,Club Colombia 6-pack,12391,19085,10,0,CLI0064,tienda_barrio,VEN006,0,1,0,0,,908526,5.62
2021-01-14 12:09:57,1008,Águila 6-pack,9823,14001,11,0,CLI0302,tienda_barrio,VEN016,1,1,0,0,,908526,5.62
2021-01-14 22:13:32,1003,Águila 330ml,1926,3012,29,0,CLI0293,bar_discoteca,VEN010,0,1,0,0,,908526,5.62
2021-01-15 01:44:27,1005,Póker 330ml,1800,2838,7,0,CLI0025,tienda_barrio,VEN006,0,1,0,0,,908526,5.62
2021-01-15 02:55:44,1006,Costeña 330ml,1709,2841,27,0,CLI0093,bar_discoteca,VEN012,0,1,0,0,,908526,5.62
2021-01-15 10:29:16,1006,Costeña 330ml,1732,2767,33,0,CLI0273,bar_discoteca,VEN018,0,1,0,0,,908526,5.62
2021-01-15 10:49:06,1007,Club Colombia 6-pack,12411,17756,22,0,CLI0245,restaurante,VEN019,1,1,0,0,,908526,5.62
2021-01-15 15:30:18,1001,Club Colombia Roja 330ml,2339,3337,27,0,CLI0263,restaurante,VEN023,1,1,0,0,,908526,5.62
2021-01-15 16:14:33,1001,Club Colombia Roja 330ml,2384,3748,39,0,CLI0194,supermercado,VEN019,0,1,0,0,,908526,5.62
2021-01-15 16:53:55,1001,Club Colombia Roja 330ml,2383,3780,13,0,CLI0372,restaurante,VEN021,0,1,0,0,,908526,5.62
2021-01-15 17:18:19,1006,Costeña 330ml,1751,2791,25,0,CLI0128,bar_discoteca,VEN022,0,1,0,0,,908526,5.62
2021-01-15 19:05:21,1006,Costeña 330ml,1767,2845,43,0,CLI0094,supermercado,VEN015,0,1,0,0,,908526,5.62
2021-01-15 20:21:41,1007,Club Colombia 6-pack,12637,18761,45,0,CLI0258,supermercado,VEN010,0,1,0,0,,908526,5.62
2021-01-15 22:19:40,1003,Águila 330ml,1940,2920,28,0,CLI0368,hotel,VEN008,0,1,0,0,,908526,5.62
2021-01-16 03:06:59,1008,Águila 6-pack,10257,15485,36,0,CLI0157,supermercado,VEN014,0,1,0,0,,908526,5.62
2021-01-16 03:17:47,1007,Club Colombia 6-pack,12598,17198,83,0,CLI0325,mayorista,VEN003,1,1,0,0,,908526,5.62
2021-01-16 03:43:14,1002,Club Colombia Dorada 330ml,2366,3624,7,0,CLI0048,tienda_barrio,VEN006,0,1,0,0,,908526,5.62
2021-01-16 06:30:45,1001,Club Colombia Roja 330ml,2309,3742,43,0,CLI0147,supermercado,VEN018,0,1,0,0,,908526,5.62
2021-01-16 06:36:37,1007,Club Colombia 6-pack,12558,19027,19,0,CLI0006,restaurante,VEN014,0,1,0,0,,908526,5.62
2021-01-16 06:56:22,1009,Póker 6-pack,9479,14480,69,0,CLI0070,mayorista,VEN016,0,1,0,0,,908526,5.62
2021-01-16 08:30:24,1006,Costeña 330ml,1705,2720,34,0,CLI0347,supermercado,VEN018,0,1,0,0,,908526,5.62
2021-01-16 09:13:08,1003,Águila 330ml,1892,3061,32,0,CLI0316,supermercado,VEN007,0,1,0,0,,908526,5.62
2021-01-16 14:48:14,1006,Costeña 330ml,1751,2795,6,0,CLI0366,tienda_barrio,VEN014,0,1,0,0,,908526,5.62
2021-01-16 16:54:53,1006,Costeña 330ml,1760,2721,11,0,CLI0126,tienda_barrio,VEN024,0,1,0,0,,908526,5.62
2021-01-17 00:27:39,1009,Póker 6-pack,9305,14647,20,0,CLI0271,bar_discoteca,VEN022,0,0,0,1,Domingo,908526,5.62
2021-01-17 04:58:57,1005,Póker 330ml,1849,2881,29,0,CLI0087,bar_discoteca,VEN022,0,0,0,1,Domingo,908526,5.62
2021-01-17 06:45:59,1006,Costeña 330ml,1697,2590,28,0,CLI0116,bar_discoteca,VEN006,1,0,0,1,Domingo,908526,5.62
2021-01-17 15:14:58,1007,Club Colombia 6-pack,12977,18865,7,0,CLI0264,tienda_barrio,VEN012,0,0,0,1,Domingo,908526,5.62
2021-01-17 15:32:58,1003,Águila 330ml,1848,2982,9,0,CLI0195,tienda_barrio,VEN006,0,0,0,1,Domingo,908526,5.62
2021-01-17 16:22:33,1001,Club Colombia Roja 330ml,2263,3795,18,0,CLI0348,restaurante,VEN008,0,0,0,1,Domingo,908526,5.62
2021-01-17 16:53:11,1008,Águila 6-pack,10049,15414,8,0,CLI0061,tienda_barrio,VEN010,0,0,0,1,Domingo,908526,5.62
2021-01-17 17:26:26,1003,Águila 330ml,1908,2926,15,0,CLI0110,restaurante,VEN001,0,0,0,1,Domingo,908526,5.62
2021-01-17 21:18:45,1005,Póker 330ml,1835,2957,17,0,CLI0112,restaurante,VEN010,0,0,0,1,Domingo,908526,5.62
2021-01-17 22:19:04,1009,Póker 6-pack,9375,14847,8,0,CLI0264,tienda_barrio,VEN002,0,0,0,1,Domingo,908526,5.62
2021-01-18 00:02:03,1008,Águila 6-pack,9748,15152,25,0,CLI0250,bar_discoteca,VEN002,0,0,0,0,,908526,5.62
2021-01-18 09:51:55,1005,Póker 330ml,1813,2799,12,0,CLI0169,restaurante,VEN010,0,0,0,0,,908526,5.62
2021-01-18 13:42:35,1001,Club Colombia Roja 330ml,2286,3772,10,18,CLI0370,restaurante,VEN006,0,0,0,0,,908526,5.62
2021-01-18 15:57:43,1001,Club Colombia Roja 330ml,2268,3800,24,0,CLI0221,supermercado,VEN016,0,0,0,0,,908526,5.62
2021-01-18 19:11:33,1004,Águila Light 330ml,1972,2801,6,0,CLI0079,tienda_barrio,VEN014,1,0,0,0,,908526,5.62
2021-01-18 21:10:52,1004,Águila Light 330ml,1924,3134,18,0,CLI0080,restaurante,VEN025,0,0,0,0,,908526,5.62
2021-01-18 22:51:34,1002,Club Colombia Dorada 330ml,2370,3711,16,0,CLI0203,restaurante,VEN012,0,0,0,0,,908526,5.62
2021-01-19 00:18:16,1003,Águila 330ml,1868,2950,37,0,CLI0094,supermercado,VEN018,0,0,0,0,,908526,5.62
2021-01-19 00:21:18,1001,Club Colombia Roja 330ml,2256,3642,6,0,CLI0225,tienda_barrio,VEN022,0,0,0,0,,908526,5.62
2021-01-19 02:02:36,1002,Club Colombia Dorada 330ml,2258,3663,15,0,CLI0182,restaurante,VEN024,0,0,0,0,,908526,5.62
2021-01-19 06:34:55,1003,Águila 330ml,1892,2812,10,0,CLI0364,tienda_barrio,VEN007,1,0,0,0,,908526,5.62
2021-01-19 08:09:07,1003,Águila 330ml,1883,2944,13,0,CLI0069,restaurante,VEN013,0,0,0,0,,908526,5.62
2021-01-19 14:40:50,1003,Águila 330ml,1911,2946,8,0,CLI0017,tienda_barrio,VEN006,0,0,0,0,,908526,5.62
2021-01-19 15:50:10,1009,Póker 6-pack,9454,13586,8,0,CLI0341,tienda_barrio,VEN009,1,0,0,0,,908526,5.62
2021-01-19 16:17:10,1004,Águila Light 330ml,1930,3176,8,0,CLI0254,tienda_barrio,VEN022,0,0,0,0,,908526,5.62
2021-01-19 17:19:05,1003,Águila 330ml,1860,3052,7,0,CLI0392,tienda_barrio,VEN025,0,0,0,0,,908526,5.62
2021-01-19 19:47:11,1004,Águila Light 330ml,2000,2897,8,0,CLI0380,tienda_barrio,VEN013,1,0,0,0,,908526,5.62
2021-01-19 19:57:13,1009,Póker 6-pack,9233,13357,19,0,CLI0011,restaurante,VEN005,1,0,0,0,,908526,5.62
2021-01-19 20:41:53,1004,Águila Light 330ml,1970,3049,5,0,CLI0393,tienda_barrio,VEN022,0,0,0,0,,908526,5.62
2021-01-19 23:53:26,1006,Costeña 330ml,1778,2853,15,0,CLI0176,restaurante,VEN014,0,0,0,0,,908526,5.62
2021-01-20 04:30:20,1006,Costeña 330ml,1708,2736,10,0,CLI0223,restaurante,VEN016,0,0,0,0,,908526,5.62
2021-01-20 05:08:18,1004,Águila Light 330ml,2003,3023,23,0,CLI0390,bar_discoteca,VEN014,0,0,0,0,,908526,5.62
2021-01-20 07:17:14,1002,Club Colombia Dorada 330ml,2292,3746,65,0,CLI0262,mayorista,VEN006,0,0,0,0,,908526,5.62
2021-01-20 08:07:57,1006,Costeña 330ml,1777,2725,13,0,CLI0135,hotel,VEN023,0,0,0,0,,908526,5.62
2021-01-20 08:09:05,1007,Club Colombia 6-pack,12398,19658,36,0,CLI0102,supermercado,VEN016,0,0,0,0,,908526,5.62
2021-01-20 09:58:16,1007,Club Colombia 6-pack,12748,19316,20,0,CLI0359,hotel,VEN024,0,0,0,0,,908526,5.62
2021-01-20 10:05:29,1002,Club Colombia Dorada 330ml,2278,3826,7,0,CLI0303,tienda_barrio,VEN021,0,0,0,0,,908526,5.62
2021-01-20 10:49:19,1002,Club Colombia Dorada 330ml,2307,3439,20,0,CLI0068,bar_discoteca,VEN013,1,0,0,0,,908526,5.62
2021-01-20 10:57:20,1010,Club Colombia Barril 19L,87979,129389,21,0,CLI0075,bar_discoteca,VEN014,1,0,0,0,,908526,5.62
2021-01-20 13:09:45,1002,Club Colombia Dorada 330ml,2338,3677,14,0,CLI0027,restaurante,VEN013,0,0,0,0,,908526,5.62
2021-01-20 20:20:22,1003,Águila 330ml,1877,2961,67,0,CLI0325,mayorista,VEN008,0,0,0,0,,908526,5.62
2021-01-20 21:42:22,1003,Águila 330ml,1878,2999,14,0,CLI0032,restaurante,VEN017,0,0,0,0,,908526,5.62
2021-01-20 22:11:03,1001,Club Colombia Roja 330ml,2346,3831,17,0,CLI0057,restaurante,VEN009,0,0,0,0,,908526,5.62
2021-01-21 01:19:55,1009,Póker 6-pack,9343,14311,16,0,CLI0365,hotel,VEN014,0,0,0,0,,908526,5.62
2021-01-21 02:07:09,1008,Águila 6-pack,10091,13852,38,0,CLI0094,supermercado,VEN002,1,0,0,0,,908526,5.62
