Fecha,SKU,Precio_compra,Precio_venta,Cantidad,Cliente,Tipo_cliente,Vendedor,Promo_bavaria,SMMLV,IPC,Quincena,Prima,Festivo,Venta_7_dias
2024-01-02 07:00:00,1058,2009.88,2871.12,6,28,supermercado,1,1,1300000,9.6,1,0,0,0
2024-01-02 08:00:00,1041,3903.62,4907.63,4,34,restaurante,5,0,1300000,9.93,1,0,0,0
2024-01-02 09:00:00,1091,3278.24,4425.03,10,35,supermercado,3,0,1300000,9.67,1,0,0,0
2024-01-02 10:00:00,1059,3735.84,5675.09,9,39,tienda_barrio,6,1,1300000,10.29,1,0,0,0
2024-01-02 11:00:00,1079,2909.48,3918.94,5,23,supermercado,4,0,1300000,9.86,1,0,0,0
2024-01-02 12:00:00,1014,3031.19,3742.93,3,46,restaurante,9,1,1300000,10.35,1,0,0,0
2024-01-02 13:00:00,1061,2977.69,4236.4,4,44,bar,7,1,1300000,10.24,1,0,0,0
2024-01-02 14:00:00,1061,3333.73,5127.44,3,19,bar,4,1,1300000,9.89,1,0,0,0
2024-01-02 15:00:00,1046,2279.3,3460.82,5,18,tienda_barrio,6,0,1300000,9.8,1,0,0,0
2024-01-02 16:00:00,1061,2059.95,2616.24,5,15,tienda_barrio,2,0,1300000,9.98,1,0,0,0
2024-01-02 17:00:00,1050,2615.86,3842.98,6,1,tienda_barrio,3,1,1300000,10.0,1,0,0,0
2024-01-02 18:00:00,1054,3409.36,4391.94,9,25,bar,7,0,1300000,10.09,1,0,0,0
2024-01-02 19:00:00,1063,2403.71,3094.26,7,26,supermercado,4,0,1300000,9.86,1,0,0,0
2024-01-02 20:00:00,1002,3346.86,5186.39,4,35,restaurante,7,1,1300000,10.17,1,0,0,0
2024-01-02 21:00:00,1050,3939.82,5121.24,6,15,restaurante,9,0,1300000,10.07,1,0,0,0
2024-01-02 22:00:00,1006,2187.8,2855.73,7,4,supermercado,5,1,1300000,9.95,1,0,0,0
2024-01-02 23:00:00,1020,3345.2,4015.11,4,15,bar,1,1,1300000,9.88,1,0,0,0
2024-01-03 00:00:00,1072,2887.5,4470.62,8,42,bar,5,1,1300000,9.99,0,0,0,0
2024-01-03 01:00:00,1038,3736.28,5668.08,8,38,restaurante,6,0,1300000,9.86,0,0,0,0
2024-01-03 02:00:00,1017,2354.3,3415.93,5,45,tienda_barrio,2,0,1300000,10.03,0,0,0,0
2024-01-03 03:00:00,1003,3385.25,5078.23,4,39,tienda_barrio,8,0,1300000,10.04,0,0,0,0
2024-01-03 04:00:00,1088,3676.23,4635.06,2,1,restaurante,2,0,1300000,10.08,0,0,0,0
2024-01-03 05:00:00,1059,3889.23,5380.09,6,22,restaurante,9,0,1300000,10.38,0,0,0,0
2024-01-03 06:00:00,1013,3366.5,4512.75,5,11,supermercado,2,0,1300000,10.0,0,0,0,0
2024-01-03 07:00:00,1008,2994.35,3705.54,6,46,supermercado,3,0,1300000,10.23,0,0,0,0
2024-01-03 08:00:00,1089,3235.69,4512.02,7,38,supermercado,8,0,1300000,10.07,0,0,0,0
2024-01-03 09:00:00,1052,3737.81,5861.99,3,37,supermercado,6,1,1300000,9.98,0,0,0,0
2024-01-03 10:00:00,1001,3141.22,3819.8,9,26,supermercado,1,0,1300000,10.0,0,0,0,0
2024-01-03 11:00:00,1083,2060.77,2713.18,2,27,supermercado,4,0,1300000,10.02,0,0,0,0
2024-01-03 12:00:00,1091,3861.9,4954.88,0,13,tienda_barrio,5,0,1300000,10.08,0,0,0,0
2024-01-03 13:00:00,1059,3379.05,4376.74,6,7,restaurante,3,1,1300000,9.84,0,0,0,0
2024-01-03 14:00:00,1070,3353.03,5242.04,4,8,bar,1,0,1300000,9.74,0,0,0,0
2024-01-03 15:00:00,1043,2431.35,3372.84,6,46,supermercado,3,0,1300000,10.16,0,0,0,0
2024-01-03 16:00:00,1007,3317.77,4600.15,4,23,tienda_barrio,9,0,1300000,10.21,0,0,0,0
2024-01-03 17:00:00,1046,2787.73,4193.39,5,26,restaurante,2,0,1300000,10.18,0,0,0,0
2024-01-03 18:00:00,1034,3302.47,4167.05,2,44,restaurante,1,1,1300000,10.06,0,0,0,0
2024-01-03 19:00:00,1077,2213.19,3087.19,5,27,restaurante,7,1,1300000,10.18,0,0,0,0
2024-01-03 20:00:00,1080,3315.69,4549.11,4,9,supermercado,7,0,1300000,10.17,0,0,0,0
2024-01-03 21:00:00,1035,3998.83,5753.37,3,46,supermercado,5,1,1300000,10.19,0,0,0,0
2024-01-03 22:00:00,1049,2096.42,3353.9,5,38,bar,2,1,1300000,9.86,0,0,0,0
2024-01-03 23:00:00,1003,3954.35,5962.29,3,47,supermercado,1,1,1300000,9.81,0,0,0,0
2024-01-04 00:00:00,1001,2813.82,3824.39,3,13,restaurante,5,0,1300000,9.96,0,0,0,0
2024-01-04 01:00:00,1005,3741.51,5728.33,4,7,restaurante,4,0,1300000,10.03,0,0,0,0
2024-01-04 02:00:00,1053,3564.77,4521.14,8,11,tienda_barrio,9,0,1300000,9.99,0,0,0,0
2024-01-04 03:00:00,1003,3134.03,3799.03,5,10,tienda_barrio,5,0,1300000,9.66,0,0,0,0
2024-01-04 04:00:00,1053,3476.9,4456.62,4,33,bar,2,0,1300000,10.38,0,0,0,0
2024-01-04 05:00:00,1092,3757.03,5020.01,4,39,tienda_barrio,4,1,1300000,9.98,0,0,0,0
2024-01-04 06:00:00,1062,2808.28,3943.48,4,3,bar,9,1,1300000,10.07,0,0,0,0
2024-01-04 07:00:00,1017,2654.07,3837.92,4,41,tienda_barrio,8,1,1300000,10.29,0,0,0,0
2024-01-04 08:00:00,1089,3335.19,5217.05,7,29,restaurante,3,0,1300000,9.57,0,0,0,0
2024-01-04 09:00:00,1043,3615.69,5076.22,8,37,supermercado,8,0,1300000,9.93,0,0,0,0
2024-01-04 10:00:00,1033,3524.57,4936.2,7,45,supermercado,2,0,1300000,9.96,0,0,0,0
2024-01-04 11:00:00,1073,3595.63,4387.02,3,16,bar,3,0,1300000,9.97,0,0,0,0
2024-01-04 12:00:00,1061,2871.17,3485.5,6,16,supermercado,5,1,1300000,10.0,0,0,0,0
2024-01-04 13:00:00,1099,3635.67,5164.34,6,44,supermercado,8,0,1300000,10.33,0,0,0,0
2024-01-04 14:00:00,1013,2240.42,3081.19,4,43,tienda_barrio,1,1,1300000,10.17,0,0,0,0
2024-01-04 15:00:00,1094,3088.98,4743.66,6,49,restaurante,4,0,1300000,10.23,0,0,0,0
2024-01-04 16:00:00,1047,2011.52,2543.11,9,7,supermercado,1,0,1300000,10.05,0,0,0,0
2024-01-04 17:00:00,1014,2649.17,3205.47,6,15,restaurante,1,0,1300000,9.76,0,0,0,0
2024-01-04 18:00:00,1071,2732.92,3770.38,4,38,tienda_barrio,5,0,1300000,9.63,0,0,0,0
2024-01-04 19:00:00,1077,2792.35,3616.07,6,6,tienda_barrio,6,0,1300000,9.74,0,0,0,0
2024-01-04 20:00:00,1086,3390.93,4136.41,7,18,supermercado,1,0,1300000,10.11,0,0,0,0
2024-01-04 21:00:00,1061,2777.12,4137.46,4,19,supermercado,6,0,1300000,10.05,0,0,0,0
2024-01-04 22:00:00,1039,2897.39,3606.2,3,2,tienda_barrio,5,1,1300000,10.0,0,0,0,0
2024-01-04 23:00:00,1084,2475.09,3572.37,4,3,tienda_barrio,4,1,1300000,9.97,0,0,0,0
2024-01-05 00:00:00,1079,2746.5,3604.56,8,46,bar,5,1,1300000,10.45,0,0,0,0
2024-01-05 01:00:00,1081,2454.54,3115.79,6,25,bar,8,1,1300000,9.88,0,0,0,0
2024-01-05 02:00:00,1052,2146.39,2901.71,8,36,restaurante,9,1,1300000,10.23,0,0,0,0
2024-01-05 03:00:00,1023,3206.9,4876.34,6,49,tienda_barrio,2,0,1300000,10.05,0,0,0,0
2024-01-05 04:00:00,1025,3336.43,4526.99,8,28,restaurante,6,0,1300000,10.03,0,0,0,0
2024-01-05 05:00:00,1088,3238.98,4859.47,8,38,tienda_barrio,3,0,1300000,10.28,0,0,0,0
2024-01-05 06:00:00,1059,2926.99,3659.31,8,28,restaurante,2,1,1300000,10.34,0,0,0,0
2024-01-05 07:00:00,1040,2759.57,4164.49,9,32,bar,1,0,1300000,10.0,0,0,0,0
2024-01-05 08:00:00,1028,3726.67,4825.19,9,41,tienda_barrio,4,0,1300000,10.21,0,0,0,0
2024-01-05 09:00:00,1014,3038.16,4469.0,9,36,tienda_barrio,8,1,1300000,10.12,0,0,0,0
2024-01-05 10:00:00,1044,2958.36,4219.55,8,39,restaurante,3,0,1300000,10.05,0,0,0,0
2024-01-05 11:00:00,1064,2051.28,3223.91,10,36,restaurante,5,1,1300000,10.09,0,0,0,0
2024-01-05 12:00:00,1088,2682.5,3634.6,6,43,supermercado,5,1,1300000,9.91,0,0,0,0
2024-01-05 13:00:00,1070,2760.39,3385.52,8,23,supermercado,5,0,1300000,9.99,0,0,0,0
2024-01-05 14:00:00,1008,2797.65,3378.62,10,2,bar,9,0,1300000,9.93,0,0,0,0
2024-01-05 15:00:00,1087,3160.34,4837.67,5,10,tienda_barrio,8,1,1300000,10.23,0,0,0,0
2024-01-05 16:00:00,1000,3067.21,4324.44,11,6,tienda_barrio,8,0,1300000,10.03,0,0,0,0
2024-01-05 17:00:00,1007,3215.81,4856.19,7,8,restaurante,1,1,1300000,9.79,0,0,0,0
2024-01-05 18:00:00,1087,3529.77,4566.71,5,15,bar,1,1,1300000,9.91,0,0,0,0
2024-01-05 19:00:00,1062,3625.97,4851.67,8,45,tienda_barrio,2,0,1300000,9.41,0,0,0,0
2024-01-05 20:00:00,1010,3436.25,4164.88,8,29,bar,8,0,1300000,9.95,0,0,0,0
2024-01-05 21:00:00,1080,3911.05,6197.44,7,28,supermercado,1,0,1300000,10.06,0,0,0,0
2024-01-05 22:00:00,1007,2036.47,2987.8,9,22,restaurante,4,0,1300000,10.03,0,0,0,0
2024-01-05 23:00:00,1034,2391.56,3762.6,11,34,tienda_barrio,9,0,1300000,10.45,0,0,0,0
2024-01-06 00:00:00,1034,2015.13,2632.16,7,20,restaurante,2,1,1300000,10.17,0,0,1,0
2024-01-06 01:00:00,1032,3294.95,4759.84,6,33,supermercado,3,1,1300000,10.16,0,0,1,0
2024-01-06 02:00:00,1004,3796.06,5585.52,9,15,bar,6,1,1300000,9.73,0,0,1,0
2024-01-06 03:00:00,1040,2486.96,3300.25,7,7,bar,3,1,1300000,9.98,0,0,1,0
2024-01-06 04:00:00,1027,3854.07,5932.35,5,24,supermercado,4,1,1300000,9.96,0,0,1,0
2024-01-06 05:00:00,1006,2120.53,3348.03,6,26,supermercado,9,1,1300000,9.9,0,0,1,0
2024-01-06 06:00:00,1072,3868.87,6012.0,4,10,tienda_barrio,9,1,1300000,9.9,0,0,1,0
2024-01-06 07:00:00,1071,2703.25,4043.05,12,15,tienda_barrio,5,1,1300000,9.7,0,0,1,0
2024-01-06 08:00:00,1011,2202.84,2887.89,8,37,tienda_barrio,7,1,1300000,9.8,0,0,1,0
2024-01-06 09:00:00,1033,2971.74,3900.84,6,24,tienda_barrio,9,1,1300000,10.23,0,0,1,0
2024-01-06 10:00:00,1032,2513.55,3984.84,7,11,tienda_barrio,8,1,1300000,10.03,0,0,1,0
2024-01-06 11:00:00,1047,2569.75,3094.27,6,40,bar,7,1,1300000,9.96,0,0,1,0
2024-01-06 12:00:00,1022,2614.58,3886.36,7,21,tienda_barrio,8,1,1300000,10.06,0,0,1,0
2024-01-06 13:00:00,1061,3606.05,5345.96,9,40,supermercado,5,1,1300000,10.29,0,0,1,0
2024-01-06 14:00:00,1087,3078.32,4460.72,7,38,supermercado,5,1,1300000,10.06,0,0,1,0
2024-01-06 15:00:00,1036,2622.62,4185.82,5,15,tienda_barrio,5,1,1300000,10.17,0,0,1,0
2024-01-06 16:00:00,1098,3220.67,4266.59,9,15,supermercado,1,1,1300000,9.89,0,0,1,0
2024-01-06 17:00:00,1043,3432.3,4585.51,6,37,restaurante,6,1,1300000,9.94,0,0,1,0
2024-01-06 18:00:00,1085,2545.25,3134.67,9,45,bar,5,1,1300000,10.13,0,0,1,0
2024-01-06 19:00:00,1090,2827.1,3893.25,5,14,bar,8,1,1300000,10.44,0,0,1,0
2024-01-06 20:00:00,1034,2243.77,2926.82,11,43,tienda_barrio,8,1,1300000,10.35,0,0,1,0
2024-01-06 21:00:00,1064,2362.3,3159.23,6,21,restaurante,2,1,1300000,10.18,0,0,1,0
2024-01-06 22:00:00,1098,3362.24,5157.1,9,44,tienda_barrio,6,1,1300000,10.1,0,0,1,0
2024-01-06 23:00:00,1046,2362.88,3719.63,7,20,tienda_barrio,6,1,1300000,10.35,0,0,1,0
2024-01-07 00:00:00,1077,3050.33,3887.01,8,33,supermercado,3,1,1300000,10.22,0,0,1,0
2024-01-07 01:00:00,1002,3418.09,4611.02,9,3,bar,1,1,1300000,9.61,0,0,1,0
2024-01-07 02:00:00,1000,2213.75,3478.8,4,40,restaurante,7,1,1300000,9.86,0,0,1,0
2024-01-07 03:00:00,1004,3134.62,3839.04,8,23,supermercado,5,1,1300000,10.13,0,0,1,0
2024-01-07 04:00:00,1089,2513.13,3108.6,10,44,bar,5,1,1300000,9.71,0,0,1,0
2024-01-07 05:00:00,1013,3925.85,4966.66,9,47,bar,8,1,1300000,9.89,0,0,1,0
2024-01-07 06:00:00,1026,2967.09,4266.93,9,23,tienda_barrio,5,1,1300000,9.93,0,0,1,0
2024-01-07 07:00:00,1008,3611.99,4551.79,10,27,restaurante,5,1,1300000,10.02,0,0,1,0
2024-01-07 08:00:00,1078,3100.45,4921.13,7,35,tienda_barrio,1,1,1300000,10.01,0,0,1,0
2024-01-07 09:00:00,1014,2086.83,2877.08,6,25,supermercado,2,1,1300000,10.01,0,0,1,0
2024-01-07 10:00:00,1089,3266.3,4574.8,11,32,tienda_barrio,5,1,1300000,10.24,0,0,1,0
2024-01-07 11:00:00,1041,3902.81,5068.44,7,22,tienda_barrio,7,1,1300000,10.02,0,0,1,0
2024-01-07 12:00:00,1076,3203.22,4447.3,8,8,bar,3,1,1300000,9.99,0,0,1,0
2024-01-07 13:00:00,1050,3638.38,5329.37,8,38,bar,1,1,1300000,9.8,0,0,1,0
2024-01-07 14:00:00,1062,3768.41,5654.39,6,18,supermercado,2,1,1300000,10.28,0,0,1,0
2024-01-07 15:00:00,1095,2456.16,3688.04,12,28,bar,3,1,1300000,9.94,0,0,1,0
2024-01-07 16:00:00,1051,2424.09,3469.25,11,28,bar,9,1,1300000,9.86,0,0,1,0
2024-01-07 17:00:00,1095,3221.96,5031.88,9,11,bar,8,1,1300000,10.12,0,0,1,0
2024-01-07 18:00:00,1003,2822.06,4309.18,6,12,tienda_barrio,4,1,1300000,9.92,0,0,1,0
2024-01-07 19:00:00,1093,3679.72,5529.95,8,2,restaurante,8,1,1300000,9.97,0,0,1,0
2024-01-07 20:00:00,1022,3800.05,4644.58,8,37,supermercado,9,1,1300000,10.13,0,0,1,0
2024-01-07 21:00:00,1014,2706.84,3255.66,8,4,tienda_barrio,3,1,1300000,10.01,0,0,1,0
2024-01-07 22:00:00,1042,2473.74,3178.7,6,41,supermercado,6,1,1300000,10.54,0,0,1,0
2024-01-07 23:00:00,1028,3561.05,5218.4,10,45,tienda_barrio,8,1,1300000,10.06,0,0,1,0
2024-01-08 00:00:00,1035,2549.61,3478.89,3,45,supermercado,7,0,1300000,10.2,0,0,0,5
2024-01-08 01:00:00,1012,3645.23,4961.02,0,47,bar,9,0,1300000,9.69,0,0,0,7
2024-01-08 02:00:00,1031,2847.48,4424.51,6,34,supermercado,7,0,1300000,9.91,0,0,0,5
2024-01-08 03:00:00,1070,3335.1,5196.84,6,23,restaurante,1,0,1300000,9.86,0,0,0,5
2024-01-08 04:00:00,1058,2191.07,3426.11,4,13,supermercado,9,0,1300000,9.89,0,0,0,9
2024-01-08 05:00:00,1085,3247.72,4305.02,5,7,restaurante,5,1,1300000,10.16,0,0,0,7
2024-01-08 06:00:00,1027,2903.54,4286.85,9,32,supermercado,6,0,1300000,10.29,0,0,0,5
2024-01-08 07:00:00,1065,3173.22,4152.64,5,23,bar,2,1,1300000,10.15,0,0,0,8
2024-01-08 08:00:00,1041,2336.03,2981.34,4,49,supermercado,2,1,1300000,10.04,0,0,0,2
2024-01-08 09:00:00,1044,3473.75,4425.05,3,8,tienda_barrio,4,0,1300000,9.95,0,0,0,8
2024-01-08 10:00:00,1061,3725.59,4980.53,6,47,bar,4,0,1300000,10.3,0,0,0,4
2024-01-08 11:00:00,1056,2433.48,3338.69,2,47,bar,5,0,1300000,10.5,0,0,0,10
2024-01-08 12:00:00,1005,2191.43,3358.1,6,37,tienda_barrio,7,0,1300000,10.11,0,0,0,5
2024-01-08 13:00:00,1027,2047.28,2554.92,6,34,bar,1,0,1300000,10.27,0,0,0,3
2024-01-08 14:00:00,1027,3283.94,4906.11,6,48,bar,4,0,1300000,10.15,0,0,0,5
2024-01-08 15:00:00,1043,3214.19,4540.31,5,29,tienda_barrio,9,0,1300000,10.23,0,0,0,7
2024-01-08 16:00:00,1083,3093.39,4068.36,3,37,bar,8,0,1300000,9.85,0,0,0,3
2024-01-08 17:00:00,1029,2463.89,3442.37,4,23,bar,3,1,1300000,9.99,0,0,0,2
2024-01-08 18:00:00,1061,2781.81,3671.92,4,38,bar,6,0,1300000,10.16,0,0,0,8
2024-01-08 19:00:00,1074,3188.95,4587.09,5,29,bar,9,1,1300000,10.33,0,0,0,8
2024-01-08 20:00:00,1091,2993.53,4111.73,4,44,supermercado,8,0,1300000,9.92,0,0,0,7
2024-01-08 21:00:00,1088,3975.57,5032.13,4,5,bar,7,0,1300000,9.68,0,0,0,9
2024-01-08 22:00:00,1061,2272.88,2833.45,5,40,bar,7,0,1300000,9.99,0,0,0,8
2024-01-08 23:00:00,1096,3390.29,4809.73,5,11,bar,1,1,1300000,10.29,0,0,0,6
2024-01-09 00:00:00,1000,2808.64,4384.19,5,14,supermercado,5,0,1300000,9.77,0,0,0,7
2024-01-09 01:00:00,1026,2856.4,3820.67,7,49,restaurante,7,0,1300000,9.85,0,0,0,7
2024-01-09 02:00:00,1061,3435.2,5129.44,3,42,bar,2,1,1300000,10.12,0,0,0,8
2024-01-09 03:00:00,1076,3384.87,4953.64,2,2,restaurante,6,0,1300000,10.07,0,0,0,7
2024-01-09 04:00:00,1002,3982.51,6262.98,4,35,restaurante,2,0,1300000,10.21,0,0,0,4
2024-01-09 05:00:00,1069,2256.79,3449.26,4,45,tienda_barrio,3,1,1300000,9.84,0,0,0,4
2024-01-09 06:00:00,1071,2208.22,3150.34,6,49,tienda_barrio,1,1,1300000,10.03,0,0,0,2
2024-01-09 07:00:00,1026,3448.68,5044.77,3,35,restaurante,3,0,1300000,10.33,0,0,0,6
2024-01-09 08:00:00,1008,3156.77,4922.52,5,42,supermercado,7,0,1300000,9.85,0,0,0,4
2024-01-09 09:00:00,1061,2548.32,3465.22,5,28,bar,5,1,1300000,10.39,0,0,0,10
2024-01-09 10:00:00,1036,2158.84,2872.81,5,8,bar,4,1,1300000,9.88,0,0,0,9
2024-01-09 11:00:00,1096,2171.32,2614.97,5,32,bar,8,0,1300000,10.26,0,0,0,5
2024-01-09 12:00:00,1050,3788.38,5798.57,3,4,tienda_barrio,8,1,1300000,10.02,0,0,0,3
2024-01-09 13:00:00,1043,2383.73,3624.2,10,45,tienda_barrio,1,0,1300000,9.86,0,0,0,4
2024-01-09 14:00:00,1023,2646.74,3286.67,5,7,bar,9,0,1300000,9.99,0,0,0,3
2024-01-09 15:00:00,1078,2453.31,3510.06,4,39,restaurante,9,0,1300000,10.2,0,0,0,5
2024-01-09 16:00:00,1058,2709.99,3754.94,4,48,tienda_barrio,2,0,1300000,10.09,0,0,0,5
2024-01-09 17:00:00,1031,2138.85,2668.18,7,27,bar,2,0,1300000,10.32,0,0,0,6
2024-01-09 18:00:00,1095,3038.12,4837.38,3,37,restaurante,8,0,1300000,10.38,0,0,0,9
2024-01-09 19:00:00,1087,2135.23,2745.65,6,17,bar,6,0,1300000,9.86,0,0,0,7
2024-01-09 20:00:00,1051,3600.71,4417.69,2,10,tienda_barrio,3,0,1300000,9.85,0,0,0,4
2024-01-09 21:00:00,1061,2467.42,3548.0,4,4,supermercado,2,0,1300000,9.84,0,0,0,6
2024-01-09 22:00:00,1057,3080.02,4606.31,4,23,supermercado,5,1,1300000,9.92,0,0,0,7
2024-01-09 23:00:00,1051,3760.16,4560.99,4,14,tienda_barrio,8,1,1300000,10.32,0,0,0,4
2024-01-10 00:00:00,1011,3301.75,4832.07,8,5,restaurante,6,0,1300000,10.21,0,0,0,8
2024-01-10 01:00:00,1038,3065.92,4331.89,5,2,bar,3,1,1300000,9.99,0,0,0,8
2024-01-10 02:00:00,1001,2648.67,3287.81,8,46,tienda_barrio,9,0,1300000,10.1,0,0,0,5
2024-01-10 03:00:00,1002,2666.0,3383.18,5,24,restaurante,8,0,1300000,10.38,0,0,0,4
2024-01-10 04:00:00,1055,3338.97,4765.34,7,18,bar,6,1,1300000,10.48,0,0,0,2
2024-01-10 05:00:00,1080,3988.28,5258.72,8,27,bar,1,0,1300000,10.15,0,0,0,6
2024-01-10 06:00:00,1058,3323.68,5235.88,3,24,tienda_barrio,2,0,1300000,9.57,0,0,0,5
2024-01-10 07:00:00,1001,3115.57,4759.02,4,29,bar,4,0,1300000,10.16,0,0,0,6
2024-01-10 08:00:00,1001,3461.3,5515.33,6,11,supermercado,2,0,1300000,10.29,0,0,0,7
2024-01-10 09:00:00,1091,2930.41,3820.87,4,48,supermercado,3,0,1300000,10.15,0,0,0,3
2024-01-10 10:00:00,1053,2120.28,3366.77,4,18,bar,8,1,1300000,10.25,0,0,0,9
2024-01-10 11:00:00,1086,3124.59,4288.48,6,48,tienda_barrio,9,0,1300000,10.18,0,0,0,2
2024-01-10 12:00:00,1095,3915.25,5242.55,2,4,bar,6,1,1300000,9.86,0,0,0,0
2024-01-10 13:00:00,1096,2350.61,2868.07,4,33,tienda_barrio,4,1,1300000,9.93,0,0,0,6
2024-01-10 14:00:00,1000,3380.01,4127.35,2,14,tienda_barrio,2,0,1300000,10.04,0,0,0,4
2024-01-10 15:00:00,1018,2401.87,3547.09,8,44,supermercado,7,0,1300000,10.32,0,0,0,6
2024-01-10 16:00:00,1001,3071.66,4248.63,7,42,supermercado,7,0,1300000,9.95,0,0,0,4
2024-01-10 17:00:00,1052,2193.35,2830.76,2,32,restaurante,9,0,1300000,10.2,0,0,0,5
2024-01-10 18:00:00,1043,2900.74,4193.28,5,4,tienda_barrio,5,0,1300000,10.17,0,0,0,2
2024-01-10 19:00:00,1089,3512.33,4570.04,6,20,bar,4,1,1300000,10.42,0,0,0,5
2024-01-10 20:00:00,1031,2695.14,3856.89,7,21,tienda_barrio,6,1,1300000,10.1,0,0,0,4
2024-01-10 21:00:00,1069,3329.82,4474.22,7,3,supermercado,2,0,1300000,9.76,0,0,0,3
2024-01-10 22:00:00,1031,3590.9,5492.0,7,25,tienda_barrio,2,0,1300000,10.24,0,0,0,5
2024-01-10 23:00:00,1067,3854.36,5890.54,6,4,restaurante,9,0,1300000,10.54,0,0,0,3
2024-01-11 00:00:00,1054,2469.28,3434.62,5,47,bar,7,0,1300000,10.25,0,0,0,3
2024-01-11 01:00:00,1074,2798.63,3751.08,5,11,tienda_barrio,7,1,1300000,9.95,0,0,0,4
2024-01-11 02:00:00,1055,2304.83,3100.05,8,16,bar,5,1,1300000,9.89,0,0,0,8
2024-01-11 03:00:00,1016,3984.97,6066.26,7,36,bar,7,0,1300000,9.92,0,0,0,5
2024-01-11 04:00:00,1037,3854.0,5130.72,4,6,supermercado,9,0,1300000,10.51,0,0,0,4
2024-01-11 05:00:00,1023,3079.91,3953.45,5,31,tienda_barrio,5,0,1300000,10.05,0,0,0,4
2024-01-11 06:00:00,1068,3684.07,4545.68,8,40,bar,9,0,1300000,9.98,0,0,0,4
2024-01-11 07:00:00,1097,3041.92,4218.16,5,13,supermercado,1,0,1300000,10.08,0,0,0,4
2024-01-11 08:00:00,1069,3247.17,4522.83,2,23,restaurante,3,0,1300000,10.05,0,0,0,7
2024-01-11 09:00:00,1085,2178.25,3346.58,3,4,restaurante,7,0,1300000,10.43,0,0,0,8
